bureau_id,sme_id,pull_date,has_bank_account,has_mobile_money,has_loan_account,has_credit_card,has_debit_card,has_internet_banking,n_previous_loans,n_defaults,total_borrowed_usd,current_outstanding_usd,worst_payment_delay_days,uses_informal_lender,uses_friends_family_savings,collateral_type,collateral_value_usd,bureau_score
BUR_AO399NDN,SME_00667,2021-11-13,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,No,equipment,1147.71,551.0
BUR_PGSFPWVF,SME_03030,2022-10-22,Never had,Have now,Have now,Never had,Never had,Never had,2,0,8175.94,1531.87,0.0,No,No,none,,
BUR_QW72YN9D,SME_03543,2023-09-17,Have now,Never had,Have now,Never had,Have now,Never had,1,0,4954.27,1135.63,0.0,Sometimes,No,land,203.0,597.0
BUR_QKJC2COJ,SME_04169,2023-06-03,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_FZSPQPNJ,SME_03322,2022-03-16,Never had,Have now,Have now,Never had,Have now,Never had,1,0,2072.54,1145.03,0.0,No,No,none,,
BUR_YLTD2GHE,SME_04288,2022-06-09,Never had,Have now,Never had,Never had,Never had,Never had,2,0,1333.87,501.43,0.0,Sometimes,No,land,12212.36,
BUR_K277S4AF,SME_02733,2020-07-15,Never had,Have now,Have now,Never had,Never had,Never had,2,0,4715.65,145.82,0.0,No,No,none,,
BUR_ZAM1L2R4,SME_05009,2021-05-13,Never had,Never had,Never had,Never had,Never had,Never had,1,0,917.66,209.47,0.0,No,Sometimes,land,2112.68,
BUR_23GTEDRF,SME_04408,2021-11-29,Have now,Have now,Never had,Never had,Have now,Never had,2,0,5355.14,651.94,0.0,No,No,none,,493.0
BUR_0U725CBJ,SME_01223,2023-02-26,Have now,Never had,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,1338.78,
BUR_TXNU5BZ3,SME_03427,2020-02-11,Never had,Have now,Never had,Never had,Never had,Never had,2,1,5011.46,1574.48,30.0,No,No,inventory,473.25,
BUR_UF34YD5O,SME_04674,2022-11-13,Never had,Never had,Never had,Never had,Never had,Used to have but don't have now,2,1,1242.05,749.0,0.0,Sometimes,No,none,,
BUR_PTFS2L3A,SME_04721,2022-05-09,Never had,Never had,Never had,Have now,Never had,Never had,1,0,2350.93,1096.44,30.0,No,No,land,27792.0,
BUR_IT96PZ92,SME_03429,2021-03-25,Never had,Never had,Never had,Never had,Never had,Used to have but don't have now,1,0,509.96,398.4,30.0,Yes,No,none,,
BUR_19TK1BKM,SME_04146,2021-08-03,Never had,Never had,Never had,Never had,Have now,Never had,2,0,1843.06,564.86,0.0,No,No,equipment,16509.91,
BUR_XVN6RE38,SME_01231,2023-09-06,Have now,Have now,Never had,Never had,Have now,Never had,2,0,1403.05,550.15,0.0,No,No,equipment,24799.27,536.0
BUR_DB6F7GRU,SME_03354,2020-12-23,Have now,Never had,Never had,Never had,Have now,Never had,2,1,2596.49,747.09,30.0,No,No,none,,592.0
BUR_66BMPMED,SME_01509,2022-08-04,Never had,Have now,Never had,Never had,Never had,Never had,3,2,3301.82,1637.89,0.0,No,Sometimes,none,,
BUR_A6Y85482,SME_01544,2021-01-12,Have now,Have now,Never had,Never had,Have now,Never had,2,0,3107.51,1202.47,0.0,No,No,inventory,636.76,554.0
BUR_PMDKGVJZ,SME_01595,2020-01-06,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,2,1,5956.08,3894.23,60.0,No,No,none,,
BUR_PKWEY9H2,SME_04968,2022-07-20,Never had,Have now,Never had,Never had,Never had,Never had,1,0,1448.45,147.31,0.0,No,No,none,,
BUR_0Q6XN7N4,SME_00927,2020-03-14,Never had,Have now,Never had,Never had,Never had,Never had,1,1,1679.04,67.73,0.0,No,No,none,,
BUR_VEA6GU8B,SME_04037,2020-10-22,Never had,Never had,Never had,Never had,Never had,Never had,4,0,2613.37,1014.96,120.0,No,Yes,guarantor,686.69,
BUR_WTSM0748,SME_02687,2023-09-09,Never had,Have now,Never had,Never had,Never had,Never had,1,0,13079.35,5347.15,0.0,No,No,none,,
BUR_RDSMOMEZ,SME_02112,2020-01-15,Never had,Have now,Never had,Have now,Never had,Have now,2,0,18782.61,12377.67,0.0,Sometimes,Sometimes,none,,
BUR_Q6JNTN5A,SME_03597,2023-12-19,Never had,Have now,Have now,Never had,Never had,Never had,4,1,4988.92,938.56,60.0,No,No,none,,
BUR_5Q7Z6EZ6,SME_01651,2020-05-12,Never had,Have now,Have now,Never had,Never had,Never had,3,0,19485.44,3141.95,60.0,Sometimes,Sometimes,land,2180.28,
BUR_O1WR2R6A,SME_04510,2020-04-18,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,guarantor,1255.19,657.0
BUR_GQRYWQ5J,SME_04503,2021-10-11,Never had,Never had,Never had,Never had,Never had,Never had,1,0,8386.72,6685.43,0.0,No,No,none,,
BUR_JI6VHWT9,SME_01270,2021-08-04,Have now,Never had,Never had,Never had,Have now,Never had,2,3,4550.5,498.07,0.0,Sometimes,Sometimes,equipment,9584.21,627.0
BUR_WQU3C5ND,SME_04458,2023-02-05,Have now,Have now,Never had,Never had,Have now,Never had,1,0,5043.75,1832.95,30.0,No,No,land,14281.04,717.0
BUR_49OR9243,SME_00434,2020-08-02,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2095.73,1486.55,0.0,Sometimes,No,land,363.17,
BUR_X7LFPW6F,SME_00978,2021-05-13,Never had,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_M7O1RJ5N,SME_00492,2022-06-06,Never had,Never had,Never had,Never had,Never had,Never had,1,1,8434.05,2815.88,0.0,No,No,none,,
BUR_DB1BL73R,SME_00369,2021-07-29,Never had,Have now,Never had,Never had,Never had,Never had,1,0,9189.87,2022.83,0.0,Sometimes,Sometimes,none,,
BUR_X81EGJU3,SME_03499,2021-04-21,Have now,Never had,Never had,Never had,Have now,Have now,3,0,3631.44,1544.23,0.0,No,No,guarantor,19503.65,610.0
BUR_VPXHXXIX,SME_00552,2022-06-02,Never had,Have now,Never had,Used to have but don't have now,Never had,Never had,1,0,902.76,436.97,60.0,No,No,land,318.7,
BUR_D0CIMQID,SME_00922,2021-10-07,Have now,Have now,Never had,Never had,Have now,Never had,2,1,3875.44,2225.87,60.0,No,No,none,,625.0
BUR_AC16BQ3Q,SME_02918,2020-07-14,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,2,0,3660.86,2196.75,0.0,No,No,none,,354.0
BUR_A4RCTKBF,SME_02518,2020-04-14,Have now,Never had,Never had,Never had,Have now,Used to have but don't have now,3,0,1008.1,84.76,0.0,Sometimes,No,land,2230.32,300.0
BUR_2DWB8K2Z,SME_02072,2022-03-08,Have now,Have now,Never had,Never had,Have now,Never had,1,0,7460.06,1992.34,0.0,Sometimes,Yes,none,,332.0
BUR_Q6SDS0GZ,SME_00828,2020-03-26,Have now,Have now,Never had,Never had,Have now,Never had,1,0,4164.44,1491.51,0.0,No,Yes,none,,784.0
BUR_1HA8R89X,SME_03175,2021-11-13,Have now,Have now,Never had,Never had,Have now,Never had,1,1,8221.46,4352.82,0.0,No,No,none,,402.0
BUR_ZXZPUGEB,SME_04019,2020-11-24,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,1,0,45085.75,22612.64,60.0,No,No,inventory,13578.17,611.0
BUR_PCA9XISI,SME_01076,2022-01-14,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,2459.55,
BUR_U2EQIBY0,SME_04541,2020-01-07,Never had,Have now,Never had,Never had,Have now,Never had,2,2,4447.4,2328.15,0.0,Sometimes,No,inventory,1715.49,
BUR_CQIYFXOR,SME_03688,2022-04-25,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,3,1,995.5,424.21,0.0,Sometimes,No,equipment,2314.15,536.0
BUR_RBJFBMRD,SME_05039,2023-02-03,Have now,Have now,Have now,Never had,Have now,Never had,2,0,8208.36,2337.6,0.0,No,Yes,none,,558.0
BUR_M9D4G1FU,SME_04371,2023-06-16,Never had,Used to have but don't have now,Never had,Never had,Never had,Have now,0,0,0.0,0.0,,No,No,none,,
BUR_P9X7AOFE,SME_02065,2023-07-27,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,land,1890.55,
BUR_C7J4EA6Y,SME_04622,2020-10-20,Have now,Never had,Used to have but don't have now,Never had,Have now,Never had,1,1,1668.72,1288.04,0.0,Sometimes,No,inventory,100.0,683.0
BUR_PI55EDOU,SME_03636,2020-08-12,Have now,Have now,Never had,Never had,Have now,Never had,2,1,4686.06,3184.29,0.0,No,No,none,,567.0
BUR_AWIUYX63,SME_02110,2020-11-10,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_0BL6RK48,SME_01033,2023-06-07,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,equipment,2941.55,
BUR_NITJBL9P,SME_01470,2023-12-04,Have now,Have now,Never had,Never had,Have now,Never had,1,2,6636.08,4221.23,60.0,No,No,guarantor,756.63,626.0
BUR_W8KVNQ4U,SME_04471,2021-09-18,Have now,Never had,Never had,Never had,Have now,Never had,1,0,476.16,120.57,0.0,Sometimes,No,none,,607.0
BUR_6QTY8H4P,SME_03417,2020-11-08,Never had,Never had,Never had,Never had,Have now,Never had,1,0,2044.45,154.38,0.0,No,No,none,,
BUR_ORHC65CG,SME_01127,2023-08-12,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,1,0,22271.34,15292.17,90.0,No,No,none,,
BUR_2K7FXCOE,SME_02238,2022-01-16,Never had,Have now,Never had,Never had,Never had,Never had,1,0,5038.69,1736.27,0.0,No,No,land,4100.2,
BUR_JQ1TFENZ,SME_02946,2023-06-13,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,429.0
BUR_8MRMW3KA,SME_04357,2022-02-16,Have now,Never had,Never had,Never had,Have now,Never had,1,1,1878.52,520.96,0.0,No,No,none,,479.0
BUR_EZ9K87PM,SME_03873,2021-02-05,Have now,Have now,Never had,Never had,Have now,Have now,1,0,8848.32,6615.89,0.0,No,Sometimes,none,,578.0
BUR_WEYIBS9H,SME_04585,2023-01-27,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_069PYBEE,SME_03363,2021-04-11,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_PHLCQI23,SME_01519,2020-10-01,Have now,Have now,Have now,Never had,Have now,Never had,1,0,1279.66,990.73,0.0,No,No,none,,702.0
BUR_BBFV9CVZ,SME_02070,2021-02-02,Never had,Have now,Have now,Never had,Never had,Never had,1,0,12795.92,3550.67,0.0,Sometimes,No,none,,
BUR_1JA29E6F,SME_04219,2021-05-13,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_JLF3F74G,SME_00415,2023-04-30,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,3,0,4098.12,1397.48,90.0,No,No,land,454.78,453.0
BUR_1GINTUUU,SME_05003,2022-12-23,Never had,Have now,Never had,Never had,Never had,Have now,1,1,4142.23,973.24,0.0,No,No,none,,
BUR_LTKM8HBX,SME_04737,2020-04-23,Never had,Never had,Never had,Never had,Have now,Never had,1,0,5653.82,1522.78,0.0,No,No,land,41072.38,
BUR_FAMQIW60,SME_01588,2022-01-10,Never had,Have now,Never had,Never had,Never had,Never had,1,0,3664.74,1063.06,0.0,No,No,none,,
BUR_WCD1RVTZ,SME_03295,2023-08-14,Have now,Never had,Never had,Never had,Have now,Never had,2,0,25622.23,11225.99,0.0,Yes,No,land,608.11,565.0
BUR_UOPSL1SA,SME_03901,2020-03-28,Never had,Have now,Never had,Never had,Never had,Never had,1,0,4627.84,1257.51,60.0,No,No,none,,
BUR_G4KFZOP4,SME_00097,2021-08-14,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,land,997.98,625.0
BUR_PPQYE4DV,SME_01656,2020-09-11,Never had,Never had,Never had,Never had,Never had,Never had,2,0,2955.21,1405.13,0.0,Sometimes,No,none,,
BUR_SS9HFIGK,SME_02043,2022-05-22,Never had,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_8EBJTYV5,SME_01746,2021-04-11,Used to have but don't have now,Have now,Never had,Never had,Have now,Never had,4,0,2930.18,1501.12,0.0,No,Sometimes,equipment,518.26,309.0
BUR_FB1QF37Y,SME_02038,2021-12-01,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,land,869.59,341.0
BUR_DW7FVUIJ,SME_01405,2021-01-03,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,Sometimes,equipment,112.42,648.0
BUR_7O8L4O7A,SME_03899,2023-06-09,Never had,Never had,Never had,Never had,Never had,Never had,1,1,2902.87,1222.58,0.0,Yes,No,inventory,12353.27,
BUR_U3ABTX29,SME_02169,2023-09-16,Never had,Never had,Never had,Never had,Never had,Never had,2,0,2025.59,1085.76,0.0,No,No,equipment,5223.16,
BUR_BK2JQK7F,SME_02007,2020-04-22,Have now,Have now,Never had,Never had,Have now,Never had,1,1,5177.09,2723.58,60.0,No,No,none,,600.0
BUR_FTP5JYN3,SME_04331,2022-12-20,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,2241.25,
BUR_S3P9MWQR,SME_04759,2022-01-11,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,500.0
BUR_JMZVMDM3,SME_04381,2021-10-18,Never had,Have now,Never had,Never had,Never had,Have now,2,0,865.18,569.37,0.0,No,Yes,land,3061.51,
BUR_JT72SLQT,SME_03138,2022-11-25,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,3,1,1913.41,604.64,60.0,Sometimes,No,none,,490.0
BUR_9RDBZXBO,SME_01287,2020-06-21,Have now,Never had,Never had,Never had,Have now,Never had,1,0,3829.54,1291.21,0.0,No,No,equipment,274.14,565.0
BUR_4U8EY2OL,SME_04898,2022-06-02,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,11142.84,
BUR_LOLZKM72,SME_01998,2020-07-16,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,1,0,33165.1,18160.87,0.0,No,Sometimes,land,3815.96,
BUR_JICCNJG6,SME_01445,2022-04-18,Have now,Have now,Used to have but don't have now,Never had,Have now,Never had,4,0,1697.46,144.97,30.0,No,No,none,,796.0
BUR_LJ56IOOV,SME_00377,2022-08-10,Never had,Never had,Never had,Never had,Have now,Never had,3,1,4250.91,2723.26,0.0,No,Sometimes,inventory,1990.87,
BUR_M4IREXG7,SME_01863,2021-01-18,Never had,Have now,Never had,Never had,Never had,Never had,1,1,7723.79,1594.83,0.0,Sometimes,No,none,,
BUR_KCJ18EP6,SME_03245,2023-11-28,Have now,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,597.0
BUR_5G28X0GG,SME_00178,2021-06-17,Never had,Have now,Never had,Never had,Never had,Never had,1,0,3035.83,910.52,30.0,Sometimes,No,none,,
BUR_12Q3IAQ4,SME_01049,2023-01-26,Never had,Never had,Have now,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,inventory,636.68,
BUR_W868VZER,SME_03165,2023-09-23,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_LPFTXJE7,SME_03539,2022-08-31,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,2,0,6535.49,490.88,0.0,Sometimes,No,equipment,3506.93,
BUR_7PIZU3ZM,SME_03620,2021-02-09,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,Sometimes,land,2706.2,
BUR_ZU2SZ8BO,SME_05066,2021-06-19,Have now,Have now,Never had,Never had,Have now,Never had,1,0,1803.23,1313.41,30.0,No,No,land,609.94,
BUR_XE0MFZX4,SME_02485,2021-05-25,Have now,Have now,Never had,Have now,Have now,Have now,3,1,2047.7,397.32,0.0,No,No,land,413.24,668.0
BUR_49PSQFRQ,SME_04112,2021-08-17,Have now,Have now,Never had,Never had,Have now,Never had,1,0,2991.83,1245.92,0.0,No,No,land,6983.61,614.0
BUR_OD9T418W,SME_00677,2020-06-11,Never had,Never had,Never had,Never had,Never had,Never had,2,2,6389.57,1006.33,0.0,No,No,none,,
BUR_EJQ58FHM,SME_00716,2023-02-06,Have now,Have now,Never had,Never had,Have now,Never had,1,1,1797.85,1156.94,0.0,No,No,none,,634.0
BUR_16SHX1ZP,SME_04940,2023-02-23,Never had,Never had,Never had,Never had,Have now,Never had,1,1,7628.31,1629.05,0.0,No,No,none,,
BUR_BVYXMFHM,SME_02560,2023-01-19,Have now,Never had,Never had,Never had,Have now,Never had,3,1,3847.11,2164.07,0.0,Sometimes,No,land,1287.36,617.0
BUR_GFRDW6VF,SME_00628,2020-04-02,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_8CVJLN16,SME_00053,2021-10-24,Never had,Have now,Never had,Never had,Have now,Never had,1,1,5370.01,3639.29,0.0,No,No,none,,
BUR_Y9UMFZLX,SME_02002,2021-12-08,Used to have but don't have now,Have now,Never had,Never had,Never had,Have now,0,0,0.0,0.0,,No,No,none,,435.0
BUR_Q790GSE7,SME_00329,2023-10-04,Have now,Never had,Never had,Never had,Have now,Used to have but don't have now,0,0,0.0,0.0,,No,No,none,,696.0
BUR_IVFLLMYX,SME_02855,2022-11-23,Never had,Never had,Never had,Never had,Never had,Never had,3,2,3025.54,642.86,0.0,No,No,equipment,1887.55,
BUR_CST6079S,SME_04552,2021-09-12,Never had,Have now,Have now,Never had,Never had,Have now,2,0,804.32,98.41,0.0,No,No,inventory,2839.38,
BUR_EOT2N8DA,SME_03067,2020-07-25,Never had,Never had,Never had,Never had,Never had,Never had,1,1,4698.52,1904.61,0.0,No,No,none,,
BUR_23XFM6VV,SME_03430,2020-08-08,Have now,Have now,Never had,Never had,Have now,Never had,5,2,4244.23,658.08,0.0,Sometimes,No,none,,776.0
BUR_WL6ZB4B9,SME_01570,2022-02-07,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,1,0,6901.37,701.15,30.0,No,No,land,19587.86,587.0
BUR_K75A2GPI,SME_01167,2021-11-26,Have now,Have now,Have now,Never had,Have now,Never had,3,1,1193.79,803.24,0.0,No,No,equipment,330.16,508.0
BUR_ZIM4Y51N,SME_03929,2021-10-03,Have now,Have now,Have now,Never had,Have now,Never had,3,1,7445.42,5480.09,0.0,Sometimes,No,guarantor,43788.75,464.0
BUR_CY6UT2HA,SME_03275,2022-05-07,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_8XOC932Q,SME_02360,2022-06-02,Never had,Never had,Never had,Never had,Never had,Never had,1,0,4613.08,2189.6,60.0,No,Sometimes,land,2261.49,
BUR_SXS8EI1S,SME_02273,2023-01-16,Never had,Have now,Never had,Never had,Never had,Never had,3,1,7650.6,1395.85,0.0,No,No,none,,
BUR_90SIPS7Y,SME_04716,2021-09-21,Used to have but don't have now,Have now,Have now,Never had,Never had,Never had,2,0,7316.58,4412.2,0.0,Sometimes,No,equipment,270.57,683.0
BUR_RG0MK316,SME_00520,2020-09-26,Never had,Never had,Never had,Never had,Never had,Never had,2,0,2264.07,523.3,60.0,Sometimes,No,inventory,946.32,
BUR_6N0DO5DK,SME_04264,2023-06-22,Never had,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_DERI8RLP,SME_01865,2020-02-09,Never had,Never had,Never had,Never had,Never had,Never had,1,0,4900.52,1444.76,0.0,Yes,No,guarantor,1311.32,
BUR_ZDV013HO,SME_02010,2021-02-13,Never had,Never had,Never had,Never had,Never had,Never had,2,1,4817.91,1930.22,0.0,No,Yes,none,,
BUR_5LHAM5ZR,SME_02717,2023-07-22,Never had,Never had,Never had,Never had,Have now,Have now,0,0,0.0,0.0,,No,No,none,,
BUR_7J1JJ1RH,SME_04088,2022-08-19,Never had,Never had,Never had,Never had,Have now,Used to have but don't have now,3,0,797.0,7.17,0.0,No,No,none,,
BUR_RMG6A2WL,SME_03652,2020-09-02,Never had,Have now,Never had,Never had,Never had,Never had,3,0,3560.49,2412.04,30.0,No,No,equipment,48892.25,
BUR_PQ4CILNK,SME_04469,2020-06-03,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,357.78,
BUR_9EYJDZTH,SME_04042,2021-05-15,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,1,0,4980.47,2566.11,0.0,No,No,equipment,15811.49,
BUR_SHT1Y9NB,SME_01554,2023-07-16,Never had,Have now,Never had,Never had,Never had,Never had,2,0,1076.95,160.33,60.0,No,No,equipment,2226.83,
BUR_SBW2I6AJ,SME_03640,2023-06-28,Never had,Never had,Never had,Never had,Have now,Never had,1,0,13514.8,3255.29,0.0,No,No,none,,
BUR_L8YGNLVA,SME_03846,2023-05-27,Never had,Never had,Never had,Never had,Never had,Never had,1,0,4053.06,2566.54,0.0,No,No,equipment,7978.82,
BUR_TVXI5VQ1,SME_01681,2021-05-28,Have now,Never had,Never had,Never had,Have now,Never had,3,0,2630.29,2060.34,0.0,No,No,none,,659.0
BUR_JNC6CHIW,SME_03798,2022-04-25,Never had,Never had,Never had,Never had,Never had,Never had,2,1,3989.22,2447.14,0.0,No,No,none,,
BUR_PVNZD9L5,SME_00061,2021-07-18,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,0,8340.31,5422.62,0.0,No,No,none,,734.0
BUR_M0G8YZ4P,SME_02025,2021-05-23,Never had,Never had,Have now,Never had,Never had,Used to have but don't have now,1,0,4412.27,1212.74,0.0,No,No,equipment,2710.75,
BUR_F365H4OT,SME_03473,2023-09-20,Never had,Have now,Never had,Never had,Never had,Never had,2,1,4150.23,2337.34,0.0,No,No,land,9936.03,
BUR_RQ6PR28S,SME_02121,2023-09-07,Never had,Never had,Have now,Never had,Never had,Never had,2,0,690.34,24.19,30.0,No,No,none,,
BUR_PUD9Z4GR,SME_01941,2020-06-22,Have now,Never had,Never had,Never had,Have now,Never had,3,0,1055.16,423.97,0.0,No,No,none,,489.0
BUR_YO3NX4XJ,SME_01762,2022-08-29,Have now,Never had,Never had,Never had,Have now,Have now,1,0,10284.51,2180.32,0.0,No,No,none,,592.0
BUR_S3EU7CU9,SME_03335,2022-12-03,Never had,Never had,Have now,Never had,Never had,Never had,3,0,1161.58,304.05,0.0,Sometimes,No,none,,
BUR_TOOLIR4I,SME_04911,2022-12-08,Have now,Have now,Never had,Never had,Have now,Never had,2,0,1954.32,1098.2,0.0,No,No,none,,436.0
BUR_XAUWDOFN,SME_00838,2023-10-21,Used to have but don't have now,Never had,Never had,Never had,Never had,Never had,1,0,775.97,66.97,0.0,No,No,none,,
BUR_95AGPUTK,SME_00408,2023-03-04,Never had,Have now,Never had,Never had,Never had,Never had,1,0,1080.15,18.97,0.0,Sometimes,No,none,,
BUR_89FZVTTO,SME_01013,2023-12-18,Never had,Have now,Never had,Never had,Never had,Never had,3,0,2698.62,761.16,0.0,No,No,land,52696.48,
BUR_TFW0NMFK,SME_02955,2021-08-25,Never had,Have now,Never had,Never had,Never had,Never had,1,0,25582.34,767.38,0.0,No,No,land,24175.9,
BUR_2Z7T7V43,SME_00683,2021-09-19,Have now,Have now,Never had,Never had,Have now,Never had,2,1,13501.07,6802.55,0.0,No,Sometimes,none,,586.0
BUR_RFE8IK82,SME_00620,2021-09-30,Have now,Have now,Never had,Never had,Have now,Never had,2,0,3588.86,2170.61,30.0,No,Yes,none,,314.0
BUR_SCUVSLN6,SME_04542,2020-01-31,Used to have but don't have now,Have now,Never had,Never had,Have now,Never had,1,0,2220.18,265.66,0.0,No,No,guarantor,779.01,758.0
BUR_1QGDRZQX,SME_01814,2020-01-10,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,inventory,5629.62,836.0
BUR_CULJUI9T,SME_05070,2021-08-13,Never had,Never had,Never had,Never had,Never had,Never had,3,0,8199.85,3478.87,30.0,No,No,none,,
BUR_KS28HZN4,SME_04368,2022-12-18,Never had,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,No,equipment,349.97,
BUR_RYCNQAZA,SME_03150,2023-02-27,Used to have but don't have now,Have now,Have now,Never had,Never had,Never had,1,1,865.39,381.61,0.0,Sometimes,No,none,,369.0
BUR_46WTUSVW,SME_01047,2022-04-13,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_ASCMZZU9,SME_02577,2020-11-24,Never had,Have now,Never had,Never had,Never had,Never had,1,1,5571.1,989.31,30.0,Sometimes,No,land,6313.48,
BUR_O91VATGU,SME_04920,2023-08-31,Have now,Never had,Never had,Never had,Have now,Never had,2,1,803.97,278.31,60.0,No,No,none,,
BUR_K4PLCMFE,SME_00566,2022-12-20,Never had,Never had,Never had,Never had,Never had,Never had,3,4,2020.35,1289.2,0.0,Sometimes,No,none,,
BUR_YVIR6PLR,SME_02138,2023-06-14,Never had,Have now,Never had,Never had,Never had,Never had,2,1,7773.8,5220.75,0.0,Sometimes,No,land,722.84,
BUR_R9RMP41N,SME_04563,2023-09-28,Have now,Never had,Never had,Never had,Have now,Never had,2,0,4210.94,2679.94,0.0,No,No,guarantor,29799.61,542.0
BUR_PUG0UCOO,SME_02927,2020-09-10,Never had,Have now,Never had,Never had,Never had,Never had,2,1,2727.09,1820.01,0.0,Sometimes,No,land,3831.17,
BUR_HA71SMWM,SME_03261,2021-11-23,Never had,Have now,Never had,Never had,Never had,Never had,2,1,1436.76,1131.86,0.0,No,Sometimes,none,,
BUR_I6ZJ9476,SME_00858,2023-07-23,Have now,Used to have but don't have now,Never had,Never had,Have now,Used to have but don't have now,4,3,1092.63,785.16,60.0,Sometimes,Sometimes,none,,628.0
BUR_GG8IMG3R,SME_03026,2023-07-20,Used to have but don't have now,Have now,Have now,Never had,Never had,Never had,1,0,17545.26,7165.22,60.0,No,No,none,,501.0
BUR_9JOW9LSB,SME_04016,2021-12-15,Never had,Have now,Never had,Never had,Never had,Never had,3,0,8103.23,3521.55,0.0,No,No,none,,
BUR_XE4VXR65,SME_02383,2023-11-17,Have now,Have now,Never had,Never had,Have now,Never had,4,0,7451.71,1212.32,60.0,No,Sometimes,none,,539.0
BUR_IZ4T4B5U,SME_04867,2021-09-10,Never had,Have now,Never had,Never had,Never had,Have now,2,1,4842.26,1352.03,0.0,No,No,guarantor,10075.96,
BUR_2R2RYT4C,SME_03068,2023-11-16,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_18CUPWXO,SME_01647,2020-06-30,Have now,Never had,Have now,Never had,Have now,Never had,1,0,1476.57,1178.48,0.0,Sometimes,Yes,land,3354.16,462.0
BUR_17GORQCZ,SME_03202,2021-12-18,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2341.07,1243.55,30.0,No,No,land,5814.18,
BUR_BQRWQJD8,SME_02488,2020-04-04,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_OLVDYAGP,SME_00223,2023-01-06,Have now,Have now,Never had,Never had,Have now,Never had,3,1,2850.33,177.48,30.0,Yes,No,land,2420.64,760.0
BUR_MJEEIG6O,SME_01187,2020-04-11,Never had,Never had,Never had,Never had,Never had,Never had,3,1,1797.09,1318.89,0.0,No,No,none,,
