interaction_id,sme_id,product_id,interaction_type,interaction_date,amount_requested_usd,amount_approved_usd,satisfaction_score,repayment_rate_pct,reason_rejection,channel
4245,SME_00865,4,inquiry,2007-04-03,,,,,,partner
4246,SME_00865,6,application,2011-04-24,,,,,,agent
4247,SME_00865,6,approved,2011-04-27,,,,,,agent
4248,SME_00865,6,completed,2011-09-15,,,4.0,,,agent
4249,SME_00866,1,application,2010-09-05,1402.45,,,,,agent
4250,SME_00866,1,approved,2010-09-12,1402.45,1267.64,,,,agent
4251,SME_00866,1,completed,2011-07-02,1402.45,1267.64,5.0,85.2,,agent
4252,SME_00866,6,application,2007-03-28,,,,,,branch
4253,SME_00866,6,approved,2007-04-06,,,,,,branch
4254,SME_00866,6,completed,2007-07-31,,,4.0,,,branch
4255,SME_00866,7,rejected,2008-03-19,1300.1,,,,documentation_missing,mobile_app
4256,SME_00866,8,rejected,2009-01-25,18992.46,,,,sector_not_eligible,agent
4257,SME_00867,1,application,2007-02-27,2504.78,,,,,partner
4258,SME_00867,1,approved,2007-03-03,2504.78,2457.77,,,,partner
4259,SME_00867,1,completed,2007-10-15,2504.78,2457.77,,90.8,,partner
4260,SME_00869,2,rejected,2014-10-12,2232.54,,,,sector_not_eligible,branch
4261,SME_00869,6,rejected,2013-09-27,,,,,sector_not_eligible,mobile_app
4262,SME_00869,7,rejected,2015-01-08,100.0,,,,insufficient_revenue,agent
4263,SME_00870,3,application,2008-12-23,,,,,,mobile_app
4264,SME_00870,3,approved,2013-01-22,,,,,,mobile_app
4265,SME_00870,3,completed,2013-03-08,,,3.0,,,mobile_app
4266,SME_00870,5,application,2013-11-04,,,,,,mobile_app
4267,SME_00870,5,approved,2013-11-11,,,,,,mobile_app
4268,SME_00870,5,completed,2014-01-13,,,5.0,,,mobile_app
4269,SME_00870,6,inquiry,2009-04-28,,,,,,branch
4270,SME_00870,8,application,2010-12-28,2079.03,,,,,partner
4271,SME_00870,8,approved,2011-01-09,2079.03,2048.81,,,,partner
4272,SME_00870,8,completed,2011-10-14,2079.03,2048.81,5.0,98.8,,partner
4273,SME_00871,1,application,2022-01-11,2404.83,,,,,branch
4274,SME_00871,1,approved,2022-01-23,2404.83,1879.78,,,,branch
4275,SME_00871,2,inquiry,2020-12-23,,,,,,branch
4276,SME_00871,3,rejected,2019-08-09,,,,,insufficient_revenue,agent
4277,SME_00872,4,inquiry,2015-04-12,,,,,,branch
4278,SME_00872,5,application,2013-12-22,,,,,,agent
4279,SME_00872,5,approved,2013-12-29,,,,,,agent
4280,SME_00872,5,defaulted,2014-05-06,,,2.0,,,agent
4281,SME_00872,6,application,2018-10-01,,,,,,mobile_app
4282,SME_00872,6,approved,2018-10-03,,,,,,mobile_app
4283,SME_00872,6,completed,2018-11-13,,,3.0,,,mobile_app
4284,SME_00873,3,application,2013-02-14,,,,,,agent
4285,SME_00873,3,approved,2013-02-17,,,,,,agent
4286,SME_00873,3,completed,2013-05-24,,,3.0,,,agent
4287,SME_00873,6,application,2014-08-04,,,,,,branch
4288,SME_00873,6,approved,2014-08-10,,,,,,branch
4289,SME_00873,6,completed,2014-10-23,,,4.0,,,branch
4290,SME_00874,3,inquiry,2007-11-08,,,,,,mobile_app
4291,SME_00874,5,application,2010-10-06,,,,,,mobile_app
4292,SME_00874,5,approved,2010-10-16,,,,,,mobile_app
4293,SME_00874,5,completed,2011-02-02,,,5.0,,,mobile_app
4294,SME_00874,8,application,2009-02-25,2585.78,,,,,mobile_app
4295,SME_00874,8,approved,2009-03-06,2585.78,2585.07,,,,mobile_app
4296,SME_00874,8,completed,2009-06-29,2585.78,2585.07,5.0,97.6,,mobile_app
4297,SME_00875,3,inquiry,2012-10-03,,,,,,partner
4298,SME_00875,6,application,2014-08-28,,,,,,branch
4299,SME_00875,6,approved,2014-09-07,,,,,,branch
4300,SME_00875,6,completed,2014-11-15,,,,,,branch
4301,SME_00875,8,application,2013-05-07,12268.57,,,,,mobile_app
4302,SME_00875,8,approved,2013-05-17,12268.57,11419.6,,,,mobile_app
4303,SME_00875,8,defaulted,2014-05-16,12268.57,11419.6,1.0,36.1,,mobile_app
4304,SME_00876,4,rejected,2016-12-14,,,,,no_collateral,mobile_app
4305,SME_00876,5,inquiry,2017-06-08,,,,,,branch
4306,SME_00876,6,application,2021-01-22,,,,,,mobile_app
4307,SME_00876,6,approved,2021-01-27,,,,,,mobile_app
4308,SME_00876,6,defaulted,2021-06-23,,,1.0,,,mobile_app
4309,SME_00877,1,application,2018-12-23,3569.75,,,,,mobile_app
4310,SME_00877,1,approved,2019-01-01,3569.75,2694.05,,,,mobile_app
4311,SME_00877,7,application,2018-07-17,5935.66,,,,,agent
4312,SME_00877,7,approved,2018-07-24,5935.66,6837.451099737768,,,,agent
4313,SME_00877,7,completed,2019-03-06,5935.66,5064.05,4.0,93.1,,agent
4314,SME_00878,1,inquiry,2012-04-14,,,,,,branch
4315,SME_00878,7,inquiry,2013-11-15,,,,,,branch
4316,SME_00878,8,application,2012-03-02,4032.1,,,,,branch
4317,SME_00878,8,approved,2012-03-09,4032.1,3878.86,,,,branch
4318,SME_00878,8,completed,2012-09-07,4032.1,3878.86,3.0,86.2,,branch
4319,SME_00879,1,application,2018-08-05,1173.71,,,,,branch
4320,SME_00879,1,approved,2018-08-09,1173.71,1164.77,,,,branch
4321,SME_00879,1,completed,2019-01-11,1173.71,1164.77,5.0,88.7,,branch
4322,SME_00879,2,application,2020-10-01,3064.86,,,,,branch
4323,SME_00879,2,approved,2020-10-10,3064.86,2814.44,,,,branch
4324,SME_00879,2,completed,2021-05-14,3064.86,2814.44,4.0,96.2,,branch
4325,SME_00880,3,rejected,2020-05-12,,,,,poor_credit_history,branch
4326,SME_00880,6,application,2019-10-25,,,,,,branch
4327,SME_00880,6,approved,2019-10-31,,,,,,branch
4328,SME_00880,6,completed,2020-02-21,,,,,,branch
4329,SME_00880,8,rejected,2020-09-15,256.96,,,,poor_credit_history,branch
4330,SME_00881,1,application,2022-02-23,463.34,,,,,branch
4331,SME_00881,1,approved,2022-03-06,463.34,432.9,,,,branch
4332,SME_00881,1,defaulted,2023-03-06,463.34,432.9,1.0,55.1,,branch
4333,SME_00881,2,rejected,2023-09-11,569.14,,,,no_collateral,mobile_app
4334,SME_00881,3,rejected,2022-01-20,,,,,poor_credit_history,branch
4335,SME_00881,4,rejected,2024-02-08,,,,,documentation_missing,mobile_app
4336,SME_00881,6,application,2021-10-27,,,,,,mobile_app
4337,SME_00881,6,approved,2021-11-07,,,,,,mobile_app
4338,SME_00881,6,defaulted,2022-03-21,,,1.0,,,mobile_app
4339,SME_00882,5,application,2016-07-23,,,,,,mobile_app
4340,SME_00882,5,approved,2016-07-27,,,,,,mobile_app
4341,SME_00882,5,completed,2016-11-28,,,4.0,,,mobile_app
4342,SME_00882,6,application,2017-05-30,,,,,,mobile_app
4343,SME_00882,6,approved,2017-06-01,,,,,,mobile_app
4344,SME_00882,7,rejected,2014-10-12,1756.44,,,,no_collateral,branch
4345,SME_00882,8,application,2018-09-01,15928.75,,,,,mobile_app
4346,SME_00882,8,approved,2018-09-06,15928.75,13018.15,,,,mobile_app
4347,SME_00882,8,completed,2019-05-29,15928.75,13018.15,4.0,89.1,,mobile_app
4348,SME_00884,1,rejected,2007-11-18,1532.67,,,,no_collateral,branch
4349,SME_00884,3,rejected,2008-01-15,,,,,no_collateral,branch
4350,SME_00884,5,application,2010-05-26,,,,,,branch
4351,SME_00884,5,approved,2010-05-27,,,,,,branch
4352,SME_00884,6,application,2010-02-27,,,,,,branch
4353,SME_00884,6,approved,2010-03-04,,,,,,branch
4354,SME_00884,6,completed,2010-07-12,,,4.0,,,branch
4355,SME_00884,7,rejected,2007-07-14,315.26,,,,insufficient_revenue,agent
4356,SME_00885,1,application,2011-01-25,3084.93,,,,,branch
4357,SME_00885,1,approved,2011-01-28,3084.93,2846.3,,,,branch
4358,SME_00885,3,application,2011-08-28,,,,,,branch
4359,SME_00885,3,approved,2011-09-08,,,,,,branch
4360,SME_00885,3,completed,2011-12-07,,,4.0,,,branch
4361,SME_00886,4,application,2008-10-28,,,,,,agent
4362,SME_00886,4,approved,2008-11-03,,,,,,agent
4363,SME_00886,4,completed,2009-01-16,,,5.0,,,agent
4364,SME_00886,8,application,2005-01-23,1143.47,,,,,mobile_app
4365,SME_00886,8,approved,2007-09-30,1143.47,1046.81,,,,mobile_app
4366,SME_00886,8,defaulted,2008-03-19,1143.47,1046.81,2.0,55.3,,mobile_app
4367,SME_00887,6,application,2017-03-04,,,,,,mobile_app
4368,SME_00887,6,approved,2017-03-17,,,,,,mobile_app
4369,SME_00887,6,completed,2017-04-05,,,5.0,,,mobile_app
4370,SME_00887,7,rejected,2017-01-27,1260.49,,,,no_collateral,branch
4371,SME_00888,1,application,2010-05-22,274.0,,,,,branch
4372,SME_00888,1,approved,2010-06-03,274.0,192.68,,,,branch
4373,SME_00888,1,completed,2011-04-21,274.0,192.68,,92.2,,branch
4374,SME_00888,3,application,2013-04-22,,,,,,agent
4375,SME_00888,3,approved,2013-04-28,,,,,,agent
4376,SME_00888,3,completed,2013-08-08,,,5.0,,,agent
4377,SME_00888,7,application,2013-01-25,9918.46,,,,,branch
4378,SME_00888,7,approved,2013-01-29,9918.46,7131.17,,,,branch
4379,SME_00888,7,completed,2013-08-31,9918.46,7131.17,5.0,97.4,,branch
4380,SME_00888,8,application,2012-01-01,3140.26,,,,,agent
4381,SME_00888,8,approved,2012-01-03,3140.26,2735.81,,,,agent
4382,SME_00889,1,application,2012-03-22,3040.42,,,,,branch
4383,SME_00889,1,approved,2012-04-02,3040.42,2973.06,,,,branch
4384,SME_00889,6,application,2011-01-12,,,,,,branch
4385,SME_00889,6,approved,2011-01-16,,,,,,branch
4386,SME_00890,1,application,2019-09-15,608.81,,,,,mobile_app
4387,SME_00890,1,approved,2019-09-19,608.81,458.04,,,,mobile_app
4388,SME_00890,1,completed,2020-07-27,608.81,458.04,4.0,86.8,,mobile_app
4389,SME_00890,8,application,2021-02-28,776.11,,,,,mobile_app
4390,SME_00890,8,approved,2021-03-07,776.11,618.98,,,,mobile_app
4391,SME_00891,7,rejected,2013-02-21,1293.75,,,,documentation_missing,branch
4392,SME_00893,5,rejected,2010-01-08,,,,,insufficient_revenue,branch
4393,SME_00894,1,inquiry,2012-04-24,,,,,,mobile_app
4394,SME_00894,4,application,2015-09-06,,,,,,mobile_app
4395,SME_00894,4,approved,2015-09-16,,,,,,mobile_app
4396,SME_00894,4,defaulted,2015-11-27,,,1.0,,,mobile_app
4397,SME_00894,6,application,2014-09-07,,,,,,mobile_app
4398,SME_00894,6,approved,2014-09-14,,,,,,mobile_app
4399,SME_00894,7,inquiry,2010-11-17,,,,,,agent
4400,SME_00895,6,application,2010-08-31,,,,,,mobile_app
4401,SME_00895,6,approved,2010-09-10,,,,,,mobile_app
4402,SME_00895,6,defaulted,2010-11-17,,,2.0,,,mobile_app
4403,SME_00895,7,inquiry,2007-08-06,,,,,,mobile_app
4404,SME_00895,8,application,2007-08-14,329.35,,,,,mobile_app
4405,SME_00895,8,approved,2005-08-29,329.35,326.05,,,,mobile_app
4406,SME_00896,2,rejected,2017-07-23,3156.07,,,,poor_credit_history,mobile_app
4407,SME_00896,6,application,2018-06-18,,,,,,mobile_app
4408,SME_00896,6,approved,2018-06-23,,,,,,mobile_app
4409,SME_00896,6,defaulted,2018-10-19,,,1.0,,,mobile_app
4410,SME_00897,4,inquiry,2008-08-30,,,,,,agent
4411,SME_00897,8,application,2009-10-24,182.47,,,,,mobile_app
4412,SME_00897,8,approved,2009-10-26,182.47,133.46,,,,mobile_app
4413,SME_00898,6,application,2013-11-02,,,,,,branch
4414,SME_00898,6,approved,2013-11-11,,,,,,branch
4415,SME_00898,6,completed,2013-12-07,,,5.0,,,branch
4416,SME_00898,7,rejected,2010-10-05,404.98,,,,documentation_missing,branch
4417,SME_00899,1,application,2019-09-14,836.31,,,,,mobile_app
4418,SME_00899,1,approved,2019-09-26,836.31,741.28,,,,mobile_app
4419,SME_00899,1,completed,2020-07-30,836.31,741.28,4.0,89.4,,mobile_app
4420,SME_00899,6,application,2021-07-23,,,,,,mobile_app
4421,SME_00899,6,approved,2021-07-31,,,,,,mobile_app
4422,SME_00899,6,completed,2021-11-06,,,4.0,,,mobile_app
4423,SME_00900,1,application,2022-04-21,352.73,,,,,agent
4424,SME_00900,1,approved,2022-05-02,352.73,250.4,,,,agent
4425,SME_00900,8,application,2023-02-16,3766.62,,,,,partner
4426,SME_00900,8,approved,2023-02-24,3766.62,3344.42,,,,partner
4427,SME_00900,8,completed,2023-05-30,3766.62,3344.42,5.0,92.2,,partner
4428,SME_00901,3,inquiry,2015-01-26,,,,,,partner
4429,SME_00901,6,application,2015-01-11,,,,,,mobile_app
4430,SME_00901,6,approved,2015-01-23,,,,,,mobile_app
4431,SME_00901,6,completed,2015-03-26,,,5.0,,,mobile_app
4432,SME_00901,7,rejected,2016-04-04,163.66,,,,sector_not_eligible,partner
4433,SME_00902,3,application,2026-12-28,,,,,,mobile_app
4434,SME_00902,3,approved,2027-01-05,,,,,,mobile_app
4435,SME_00902,3,completed,2027-06-01,,,5.0,,,mobile_app
4436,SME_00902,5,application,2024-06-15,,,,,,branch
4437,SME_00902,5,approved,2024-06-27,,,,,,branch
4438,SME_00902,5,completed,2024-10-26,,,3.0,,,branch
4439,SME_00902,7,application,2026-04-10,6006.96,,,,,mobile_app
4440,SME_00902,7,approved,2026-04-19,6006.96,5180.02,,,,mobile_app
4441,SME_00902,7,defaulted,2026-11-25,6006.96,5180.02,2.0,22.3,,mobile_app
4442,SME_00902,8,application,2025-04-06,485.08,,,,,branch
4443,SME_00902,8,approved,2025-04-16,485.08,397.87,,,,branch
4444,SME_00902,8,defaulted,2025-06-22,485.08,397.87,2.0,53.1,,branch
4445,SME_00903,4,rejected,2019-04-16,,,,,insufficient_revenue,branch
4446,SME_00903,5,application,2019-09-10,,,,,,agent
4447,SME_00903,5,approved,2019-09-20,,,,,,agent
4448,SME_00903,5,completed,2020-01-31,,,5.0,,,agent
4449,SME_00903,8,inquiry,2019-12-23,,,,,,agent
4450,SME_00904,2,application,2022-04-21,800.82,,,,,agent
4451,SME_00904,2,approved,2022-05-03,800.82,596.11,,,,agent
4452,SME_00904,2,completed,2022-10-04,800.82,596.11,4.0,99.9,,agent
4453,SME_00904,4,application,2022-05-08,,,,,,mobile_app
4454,SME_00904,4,approved,2022-05-15,,,,,,mobile_app
4455,SME_00905,5,application,2024-05-09,,,,,,branch
4456,SME_00905,5,approved,2024-05-16,,,,,,branch
4457,SME_00905,5,completed,2024-09-19,,,3.0,,,branch
4458,SME_00905,6,application,2027-02-05,,,,,,mobile_app
4459,SME_00905,6,approved,2027-02-08,,,,,,mobile_app
4460,SME_00906,1,application,2010-06-13,6057.92,,,,,mobile_app
4461,SME_00906,1,approved,2010-06-20,6057.92,5167.42,,,,mobile_app
4462,SME_00906,1,completed,2010-11-24,6057.92,5167.42,3.0,86.7,,mobile_app
4463,SME_00906,3,application,2009-06-28,,,,,,agent
4464,SME_00906,3,approved,2009-07-09,,,,,,agent
4465,SME_00906,3,completed,2009-10-23,,,3.0,,,agent
4466,SME_00906,6,application,2007-04-08,,,,,,mobile_app
4467,SME_00906,6,approved,2007-04-19,,,,,,mobile_app
4468,SME_00906,6,completed,2007-09-08,,,4.0,,,mobile_app
4469,SME_00907,5,application,2013-09-14,,,,,,branch
4470,SME_00907,5,approved,2013-09-23,,,,,,branch
4471,SME_00908,7,rejected,2012-09-04,4411.43,,,,sector_not_eligible,agent
4472,SME_00909,1,application,2018-08-04,1601.29,,,,,agent
4473,SME_00909,1,approved,2018-08-16,1601.29,1465.21,,,,agent
4474,SME_00909,1,completed,2019-09-05,1601.29,1465.21,4.0,95.7,,agent
4475,SME_00909,3,rejected,2017-05-23,,,,,sector_not_eligible,agent
4476,SME_00910,1,rejected,2025-03-29,841.43,,,,insufficient_revenue,agent
4477,SME_00910,3,application,2023-06-09,,,,,,branch
4478,SME_00910,3,approved,2023-06-18,,,,,,branch
4479,SME_00910,3,completed,2023-11-09,,,4.0,,,branch
4480,SME_00910,5,rejected,2025-09-13,,,,,poor_credit_history,partner
4481,SME_00911,6,application,2008-03-07,,,,,,mobile_app
4482,SME_00911,6,approved,2008-03-11,,,,,,mobile_app
4483,SME_00911,6,completed,2008-08-31,,,4.0,,,mobile_app
4484,SME_00911,8,inquiry,2008-01-24,,,,,,mobile_app
4485,SME_00912,3,application,2010-09-03,,,,,,partner
4486,SME_00912,3,approved,2010-09-12,,,,,,partner
4487,SME_00912,3,completed,2010-12-19,,,4.0,,,partner
4488,SME_00912,5,application,2010-05-06,,,,,,mobile_app
4489,SME_00912,5,approved,2010-05-09,,,,,,mobile_app
4490,SME_00912,5,completed,2010-06-12,,,,,,mobile_app
4491,SME_00912,6,application,2012-09-18,,,,,,mobile_app
4492,SME_00912,6,approved,2012-09-29,,,,,,mobile_app
4493,SME_00912,6,completed,2013-01-14,,,3.0,,,mobile_app
4494,SME_00912,7,application,2008-12-31,3075.14,,,,,branch
4495,SME_00912,7,approved,2010-11-28,3075.14,2560.23,,,,branch
4496,SME_00912,8,application,2012-08-18,346.44,,,,,mobile_app
4497,SME_00912,8,approved,2012-08-27,346.44,280.84,,,,mobile_app
4498,SME_00912,8,completed,2013-07-13,346.44,280.84,4.0,93.1,,mobile_app
4499,SME_00913,2,application,2013-03-31,598.85,,,,,mobile_app
4500,SME_00913,2,approved,2013-04-03,598.85,498.18,,,,mobile_app
4501,SME_00913,4,rejected,2013-04-19,,,,,poor_credit_history,agent
4502,SME_00913,5,rejected,2010-10-04,,,,,documentation_missing,branch
4503,SME_00913,7,rejected,2012-09-05,433.09,,,,poor_credit_history,branch
4504,SME_00914,1,application,2018-08-05,9227.41,,,,,partner
4505,SME_00914,1,approved,2018-08-14,9227.41,7878.5,,,,partner
4506,SME_00914,1,completed,2019-06-11,9227.41,7878.5,4.0,92.7,,partner
4507,SME_00914,5,rejected,2017-11-12,,,,,poor_credit_history,agent
4508,SME_00914,6,application,2017-10-03,,,,,,branch
4509,SME_00914,6,approved,2017-10-04,,,,,,branch
4510,SME_00914,6,completed,2018-02-14,,,5.0,,,branch
4511,SME_00915,2,inquiry,2023-05-27,,,,,,partner
4512,SME_00915,6,application,2022-04-03,,,,,,branch
4513,SME_00915,6,approved,2022-04-16,,,,,,branch
4514,SME_00915,6,completed,2022-09-24,,,4.0,,,branch
4515,SME_00916,3,application,2025-03-02,,,,,,mobile_app
4516,SME_00916,3,approved,2025-03-06,,,,,,mobile_app
4517,SME_00916,6,application,2026-05-05,,,,,,mobile_app
4518,SME_00916,6,approved,2026-05-06,,,,,,mobile_app
4519,SME_00916,6,completed,2026-09-24,,,,,,mobile_app
4520,SME_00917,1,application,2021-04-26,1382.84,,,,,mobile_app
4521,SME_00917,1,approved,2021-05-02,1382.84,1310.7,,,,mobile_app
4522,SME_00917,1,completed,2022-03-29,1382.84,1310.7,3.0,85.5,,mobile_app
4523,SME_00917,6,application,2018-09-17,,,,,,mobile_app
4524,SME_00917,6,approved,2018-09-30,,,,,,mobile_app
4525,SME_00917,6,completed,2018-12-09,,,4.0,,,mobile_app
4526,SME_00918,1,application,2022-04-11,2936.3,,,,,partner
4527,SME_00918,1,approved,2022-04-24,2936.3,2106.59,,,,partner
4528,SME_00919,4,application,2015-07-29,,,,,,branch
4529,SME_00919,4,approved,2015-08-07,,,,,,branch
4530,SME_00919,4,completed,2012-01-19,,,,,,branch
4531,SME_00919,6,application,2014-07-08,,,,,,branch
4532,SME_00919,6,approved,2014-07-16,,,,,,branch
4533,SME_00919,6,completed,2014-11-13,,,,,,branch
4534,SME_00920,6,application,2020-07-19,,,,,,agent
4535,SME_00920,6,approved,2020-07-26,,,,,,agent
4536,SME_00920,7,application,2017-03-04,5416.93,,,,,agent
4537,SME_00920,7,approved,2017-03-14,5416.93,4957.03,,,,agent
4538,SME_00921,1,application,2008-07-21,2716.35,,,,,mobile_app
4539,SME_00921,1,approved,2008-07-27,2716.35,2697.98,,,,mobile_app
4540,SME_00921,1,completed,2009-01-17,2716.35,2697.98,4.0,99.0,,mobile_app
4541,SME_00921,5,application,2011-04-22,,,,,,branch
4542,SME_00921,5,approved,2011-05-05,,,,,,branch
4543,SME_00921,5,completed,2011-06-19,,,3.0,,,branch
4544,SME_00922,1,inquiry,2015-11-08,,,,,,mobile_app
4545,SME_00922,3,application,2018-07-16,,,,,,mobile_app
4546,SME_00922,3,approved,2018-07-19,,,,,,mobile_app
4547,SME_00922,3,defaulted,2018-12-18,,,1.0,,,mobile_app
4548,SME_00922,4,rejected,2014-09-20,,,,,insufficient_revenue,mobile_app
4549,SME_00922,8,application,2016-11-17,2107.42,,,,,mobile_app
4550,SME_00922,8,approved,2016-11-29,2107.42,1845.49,,,,mobile_app
4551,SME_00923,2,application,2013-12-04,645.39,,,,,branch
4552,SME_00923,2,approved,2013-12-06,645.39,585.76,,,,branch
4553,SME_00923,2,completed,2014-06-14,645.39,729.1411060634242,3.0,93.4,,branch
4554,SME_00923,4,rejected,2010-10-14,,,,,insufficient_revenue,mobile_app
4555,SME_00923,5,application,2011-07-24,,,,,,partner
4556,SME_00923,5,approved,2011-08-06,,,,,,partner
4557,SME_00923,5,completed,2011-11-30,,,5.0,,,partner
4558,SME_00924,1,application,2025-12-22,430.35,,,,,mobile_app
4559,SME_00924,1,approved,2025-12-31,430.35,415.05,,,,mobile_app
4560,SME_00924,1,completed,2026-08-19,430.35,415.05,5.0,98.6,,mobile_app
4561,SME_00924,2,application,2024-07-16,1076.75,,,,,branch
4562,SME_00924,2,approved,2024-07-29,1076.75,1074.11,,,,branch
4563,SME_00924,2,completed,2024-10-24,1076.75,1074.11,,89.9,,branch
4564,SME_00924,4,application,2025-03-09,,,,,,mobile_app
4565,SME_00924,4,approved,2025-03-15,,,,,,mobile_app
4566,SME_00924,6,application,2023-11-30,,,,,,mobile_app
4567,SME_00924,6,approved,2023-12-06,,,,,,mobile_app
4568,SME_00925,1,application,2011-03-22,393.81,,,,,branch
4569,SME_00925,1,approved,2012-01-28,393.81,286.61,,,,branch
4570,SME_00925,1,completed,2013-02-14,393.81,286.61,5.0,96.1,,branch
4571,SME_00925,4,application,2013-03-12,,,,,,mobile_app
4572,SME_00925,4,approved,2013-03-18,,,,,,mobile_app
4573,SME_00925,6,application,2011-12-18,,,,,,mobile_app
4574,SME_00925,6,approved,2011-12-30,,,,,,mobile_app
4575,SME_00925,6,completed,2012-04-22,,,3.0,,,mobile_app
4576,SME_00926,6,application,2012-06-02,,,,,,mobile_app
4577,SME_00926,6,approved,2012-06-04,,,,,,mobile_app
4578,SME_00926,6,completed,2012-09-02,,,4.0,,,mobile_app
4579,SME_00926,8,inquiry,2012-11-11,,,,,,branch
4580,SME_00927,4,rejected,2014-07-28,,,,,documentation_missing,branch
4581,SME_00927,6,application,2016-12-05,,,,,,branch
4582,SME_00927,6,approved,2016-12-06,,,,,,branch
4583,SME_00927,6,defaulted,2017-03-02,,,1.0,,,branch
4584,SME_00928,4,application,2022-02-23,,,,,,agent
4585,SME_00928,4,approved,2022-03-06,,,,,,agent
4586,SME_00928,6,application,2025-12-19,,,,,,mobile_app
4587,SME_00928,6,approved,2025-12-21,,,,,,mobile_app
4588,SME_00928,6,completed,2026-06-16,,,4.0,,,mobile_app
4589,SME_00929,1,application,2022-11-04,11790.89,,,,,agent
4590,SME_00929,1,approved,2022-11-08,11790.89,11544.81,,,,agent
4591,SME_00929,1,completed,2023-03-24,11790.89,11544.81,5.0,86.3,,agent
4592,SME_00929,2,rejected,2023-12-15,193.59,,,,sector_not_eligible,branch
4593,SME_00929,7,inquiry,2023-03-13,,,,,,mobile_app
4594,SME_00930,1,application,2015-05-11,676.36,,,,,branch
4595,SME_00930,1,approved,2015-05-19,676.36,592.67,,,,branch
4596,SME_00930,1,completed,2015-07-22,676.36,592.67,4.0,94.4,,branch
4597,SME_00930,3,application,2017-09-23,,,,,,agent
4598,SME_00930,3,approved,2017-10-01,,,,,,agent
4599,SME_00930,3,completed,2017-11-30,,,5.0,,,agent
4600,SME_00930,7,application,2013-10-02,12798.42,,,,,agent
4601,SME_00930,7,approved,2013-10-09,12798.42,13726.987282116967,,,,agent
4602,SME_00930,7,completed,2014-02-10,12798.42,10977.49,4.0,98.4,,agent
4603,SME_00930,8,application,2016-08-20,1213.09,,,,,branch
4604,SME_00930,8,approved,2016-08-23,1213.09,996.81,,,,branch
4605,SME_00930,8,completed,2012-08-01,1213.09,1323.915063419074,4.0,88.4,,branch
4606,SME_00931,2,rejected,2025-03-02,557.61,,,,documentation_missing,agent
4607,SME_00931,6,application,2024-05-14,,,,,,mobile_app
4608,SME_00931,6,approved,2024-05-22,,,,,,mobile_app
4609,SME_00931,6,completed,2024-08-30,,,3.0,,,mobile_app
4610,SME_00932,2,rejected,2021-03-22,4686.27,,,,sector_not_eligible,branch
4611,SME_00932,5,application,2019-10-25,,,,,,branch
4612,SME_00932,5,approved,2019-11-01,,,,,,branch
4613,SME_00932,6,application,2019-07-18,,,,,,branch
4614,SME_00932,6,approved,2019-07-22,,,,,,branch
4615,SME_00932,8,application,2021-12-13,259.1,,,,,mobile_app
4616,SME_00932,8,approved,2021-12-15,259.1,231.33,,,,mobile_app
4617,SME_00932,8,completed,2023-01-04,259.1,329.75585166255956,5.0,94.1,,mobile_app
4618,SME_00934,1,application,2025-07-21,1325.07,,,,,mobile_app
4619,SME_00934,1,approved,2025-08-01,1325.07,1063.03,,,,mobile_app
4620,SME_00934,1,completed,2026-04-06,1325.07,1063.03,4.0,96.2,,mobile_app
4621,SME_00934,3,application,2025-11-05,,,,,,mobile_app
4622,SME_00934,3,approved,2025-11-16,,,,,,mobile_app
4623,SME_00934,5,rejected,2023-08-17,,,,,no_collateral,mobile_app
4624,SME_00934,8,application,2024-04-11,16450.86,,,,,branch
4625,SME_00934,8,approved,2024-04-22,16450.86,16209.02,,,,branch
4626,SME_00934,8,completed,2024-12-06,16450.86,16209.02,5.0,90.1,,branch
4627,SME_00935,1,rejected,2013-01-18,860.14,,,,insufficient_revenue,mobile_app
4628,SME_00935,2,application,2014-12-08,6336.1,,,,,agent
4629,SME_00935,2,approved,2014-12-19,6336.1,4797.9,,,,agent
4630,SME_00935,2,defaulted,2015-10-22,6336.1,4797.9,2.0,38.2,,agent
4631,SME_00935,5,application,2014-10-12,,,,,,agent
4632,SME_00935,5,approved,2014-10-14,,,,,,agent
4633,SME_00935,7,application,2011-05-27,719.86,,,,,agent
4634,SME_00935,7,approved,2011-06-01,719.86,611.05,,,,agent
4635,SME_00935,7,completed,2012-03-17,719.86,611.05,3.0,97.4,,agent
4636,SME_00936,4,application,2019-05-26,,,,,,partner
4637,SME_00936,4,approved,2019-05-30,,,,,,partner
4638,SME_00936,4,completed,2019-11-05,,,3.0,,,partner
4639,SME_00936,6,rejected,2017-05-21,,,,,no_collateral,agent
4640,SME_00936,7,rejected,2017-06-04,100.0,,,,insufficient_revenue,branch
4641,SME_00937,3,application,2012-05-01,,,,,,agent
4642,SME_00937,3,approved,2012-05-11,,,,,,agent
4643,SME_00937,3,completed,2012-09-24,,,5.0,,,agent
4644,SME_00937,8,rejected,2012-03-05,903.45,,,,insufficient_revenue,agent
4645,SME_00938,6,application,2015-03-27,,,,,,partner
4646,SME_00938,6,approved,2015-04-06,,,,,,partner
4647,SME_00939,1,application,2016-06-23,683.22,,,,,mobile_app
4648,SME_00939,1,approved,2016-07-06,683.22,608.69,,,,mobile_app
4649,SME_00939,2,application,2013-10-22,423.02,,,,,branch
4650,SME_00939,2,approved,2013-11-04,423.02,392.79,,,,branch
